1000056,HIERRO FIGURADO 7/8,KG,"0,00","19,00","481.055,38"
1000057,HIERRO FIGURADO 1,KG,"0,00","19,00","36.300,40"
1000058,HIERRO FIGURADO 7MM,KG,"0,00","19,00","5.814,00"
1000059,VARILLA GRAFILADA 3.5 MM X 6M PRODUCTO NO ESTRUCTURAL,UND,"0,00","19,00","0,00"
1000060,VARILLA GRAFILADA 5.0MM X 6M PRODUCTO NO ESTRUCTURAL,UND,"0,00","19,00","320,00"
1000060.1,CHIPA LISA 4.5MM,KG,"0,00","19,00","0,00"
1000061,TEJA ZINC NO. 7  (2.15MTRS) CAL. 35 ACESCO,UND,"0,00","19,00","375,00"
1000062,TEJA ZINC NO. 8(2.40 MTRS) ACESCO CAL.35,UND,"0,00","19,00","15,00"
1000065,TEJA ZINC ACESCO NO.10  3.00 MTS CAL. 33,UND,"0,00","19,00","274,00"
1000066,TEJA ZINC ACESCO NO.8  2.40MTS CAL. 33,UND,"0,00","19,00","176,00"
1000067,MARCO DE SEGUETA,UND,"0,00","19,00","0,00"
1000068,ALAMBRE NEGRO,KILO,"0,00","19,00","36.965,20"
1000070,MALLA ROLLO X 100 M2 NO APTA REFZ ESTRUCTURAL,ROLLO,"0,00","19,00","0,00"
1000070.12,MALLA ESTANDAR CALIBRE 5.0 MM XX-131,UND,"0,00","19,00","205,00"
1000070.5,MALLA ROLLO 3MM X 50 M2,ROLLO,"0,00","19,00","0,00"
1000070.6,MALLA ESTANDAR CALIBRE 7.0 MM XX-257,UND,"0,00","19,00","70,00"
1000070.8,MALLA EN ROLLO 3MM X 70.5 M2,ROLLO,"0,00","19,00","0,00"
1000070.9,MALLA ESTANDAR CALIBRE 4.5 MM XX-106,UND,"0,00","19,00","0,00"
1000074,"VIGA IPN 10 X 12M (4"")",UND,"0,00","19,00","0,50"
1000074.12,VIGA IPE 240 MM (110 X 5.9MM) X12MTS,UND,"0,00","19,00","0,00"
1000074.2,VIGA CANAL U - 3 - (UP#80MM)  6M,UND,"0,00","19,00","0,00"
1000074.3,VIGA CANAL U - 4  (UPN #10mm) 6M,UND,"0,00","19,00","0,00"
1000077.5,TUBO ESTRUCT 6*3 5MM *4.6M,UND,"0,00","19,00","39,00"
1000078,TUBO RECTANGULAR 2 X 1 CAL.20,UND,"0,00","19,00","0,00"
1000079.1,"TUBO RECTANGULAR 3"" X 1 1/2"" CAL.20",UND,"0,00","19,00","0,00"
1000080,VAR. CORR. 8MM X 6M,UND,"0,00","19,00","0,00"
1000082,"VARILLA LISA 1"" X  6M",UND,"0,00","19,00","2,00"
1000084,GRAPA 1.1/4 PULG X 800GR,CAJA,"0,00","19,00","0,00"
1000086,GRAPA 1  X 12 X 1000 GR,CAJA,"0,00","19,00","617,00"
1000095,PUNTILLA 1 PULG 400GR (50C),CAJA,"0,00","19,00","0,00"
1000097,PUNTILLA 3 X 500gr,CAJA,"0,00","19,00","813,00"
1000097.1,PUNTILLA 3 1/2 * 500gr,CAJA,"0,00","19,00","0,00"
1000098,PUNTILLA 3 1/2 X 400GR,CAJA,"0,00","19,00","437,00"
1000100,PUNTILLA 4 X 1000GR,CAJA,"0,00","19,00","155,00"
1000101,PUNTILLA 5 X 800 grs,CAJA,"0,00","19,00","0,00"
1000101.1,PUNTILLA 5 X 1000GR,CAJA,"0,00","19,00","8,00"
1000102,PUNTILLA 1 PULG 400GR SIN CABEZA,CAJA,"0,00","19,00","0,00"
1000106.1,SEGUETA SANDFLEX * 24UND,UND,"0,00","19,00","132,00"
1000122.10,LAMINA METALDECK C22X12 M,UND,"0,00","19,00","235,00"
1000122.26,LAMINA METALDECK C22X5.6M,UND,"0,00","19,00","0,00"
1000122.27,MASTER MIL GZ 0.36MM 6MX1M,UND,"0,00","19,00","30,00"
1000122.28,LAMINA METALDECK C22X 3.50 M,UND,"0,00","19,00","0,00"
1000122.30,LAMINA METALDECK C22X12.20 M,UND,"0,00","19,00","0,00"
1000122.31,LAMINA METALDECK C22X5.9M,UND,"0,00","19,00","0,00"
1000122.35,LAMINA METALDECK C22X6.9M,UND,"0,00","19,00","0,00"
1000122.36,LAM. METALDECK CAL22 X 3.6M,UND,"0,00","19,00","0,00"
1000122.6,LAMINA METALDECK C22X6.1M,UND,"0,00","19,00","36,00"
1000122.7,LAMINA METALDECK C22X5.1M,UND,"0,00","19,00","40,00"
1000122.8,LAMINA METALDECK C22X4.1M,UND,"0,00","19,00","92,00"
1000122.9,LAMINA METALDECK C22X3.1M,UND,"0,00","19,00","82,00"
1000123,PUNTILLA 1 1/2 X 400,CAJA,"0,00","19,00","799,00"
1000141,VARILLA GRAFILADA 5.5 MM X 6M,UND,"0,00","19,00","12,00"
1000149,TEJA MANILIT OND N° 5 (1.5 MTRS),UND,"0,00","19,00","0,00"
1000150.1,TEJA MANILIT OND N° 4 (1.20 MTRS),UND,"0,00","19,00","82,00"
1000160,VARILLA GRAFILADA 6.0 MM X 6M,UND,"0,00","19,00","215,00"
1000160.12,VARILLA GRAFILADA 6.0 MM X 12 MTS,UND,"0,00","19,00","0,00"
1000160.3,VARILLA GRAFILADA 7.0 MM X 6M,UND,"0,00","19,00","150,00"
1000160.4,VARILLA GRAFILADA 11 MM X 6M,UND,"0,00","19,00","0,00"
1000160.6,VAR. CORR. A-60 X 12M: 1/4,UND,"0,00","19,00","0,00"
1000160.7,VAR. CORR. A-60 X 6M: 1/4,UND,"0,00","19,00","1.479,00"
1000161.12,SILLA YEE ALCANTA 6 X 4 160X110,UND,"0,00","0,00","35,00"
1000161.14,CODO 45 ALCANT. DURAFORT 4 ,UND,"0,00","19,00","31,00"
1000161.5,TEJA ZINC ACESCO NO.7  2.15MTS CAL.33,UND,"0,00","19,00","0,00"
1000162,VAR. CORR. 8.5 MM X 6 M,UND,"0,00","19,00","0,00"
1000163.1,TEJA ZINC NO. 12 (3.60MTRS) CAL. 35 ACESCO,UND,"0,00","19,00","2,00"
1000163.2,TEJA ZINC ACESCO NO.12  3.60MTS CAL. 33,UND,"0,00","19,00","0,00"
1000170.1,VARILLA GRAFILADA 9.0 MM X 6M,UND,"0,00","19,00","0,00"
1000172,VARILLA GRAFILADA 4.0MM X 6M PRODUCTO NO ESTRUCTURAL,UND,"0,00","19,00","150,00"
1000172.1,VARILLA GRAFILADA 4.5MM X 6M PRODUCTO NO ESTRUCTURAL,UND,"0,00","19,00","0,00"
1000172.2,VARILLA GRAFILADA 3.0 MM X 6M PRODUCTO NO ESTRUCTURAL,UND,"0,00","19,00","17,00"
1000172.3,VARILLA GRAFILADA 6.5 MM X 6M,UND,"0,00","19,00","28,00"
1000172.4,VARILLA GRAFILADA 7.5 MM X 6M,UND,"0,00","19,00","0,00"
1000172.5,VARILLA GRAFILADA 8.0 MM X 6M,UND,"0,00","19,00","0,00"
1000180,GRAPA GALV. 1 X 800GR,CAJA,"0,00","19,00","0,00"
100022.2,VAR. CORR 1 1/4 X 14 MTS,UND,"0,00","19,00","13,00"
100022.34,LAMINA METALDECK C22:  X 6M,UND,"0,00","19,00","0,00"
10005,TEJA OND P.10 #5 (1.03M) NT,UND,"0,00","19,00","0,00"
10006,TEJA OND P.10 #6 (1.05M) NT,UND,"0,00","19,00","0,00"
10008,TEJA OND P.10 #8 (1.05M) NT,UND,"0,00","19,00","0,00"
10010,TEJA OND P.10 #10 (1.05M) NT,UND,"0,00","19,00","0,00"
10022,ACOPLE LAV/MAN/PLA CON TUERCA PESADA Y VALV REG,UND,"0,00","19,00","0,00"
10059,ADAPT CONDUIT DE CAJA 1,UND,"0,00","19,00","0,00"
10060,ADAPT CONDUIT DE CAJA 1/2,UND,"0,00","19,00","229,00"
10061,ADAPT CONDUIT DE CAJA 3/4,UND,"0,00","19,00","305,00"
10073,ADAPTADOR DE SIFON 1.1/2 PVC,UND,"0,00","19,00","39,00"
10075,ADAPT DE SIFON 1.1/4 PVC,UN,"0,00","19,00","0,00"
101039,PERFIL C LC E 1.50MM 220X80X20X6000 AE50,UND,"0,00","19,00","0,00"
101054,PHR C 220 X 80 X 20-2.0 6000 GR 50,UND,"0,00","19,00","0,00"
101083,PERFIL PHR C 120X60X15-3.0 6000 GR50,UND,"0,00","19,00","0,00"
10136,ADAPT ROSCADO HEMBRA 3/4X1/2,UND,"0,00","19,00","0,00"
11.01.000013,PUNTILLA 1*3.0 X 500grs ACERO,CAJA,"0,00","19,00","0,00"
11.01.000015,PUNTILLA 2*4.3 X 500grs ACERO,,"0,00","19,00","0,00"
11.01.000017,PUNTILLA 3*4.3 X 500grs ACERO,CAJA,"0,00","19,00","0,00"
11.01.000018,PUNTILLA 1-1/2*14 X 400gr,CAJA,"0,00","19,00","0,00"
11.01.000028,PUNTILLA 1*16 X 400gr,,"0,00","19,00","0,00"
11.01.000029,PUNTILLA 1 1/2*14 X 500gr,CAJA,"0,00","19,00","0,00"
11.01.00009,PUNTILLA DE 3/4 SIN CABEZA,CAJA,"0,00","19,00","0,00"
11.01.00023,PUNTILLA 3 * 500gr,CAJA,"0,00","19,00","0,00"
11060,CURVA 45º CXE 1,UND,"0,00","19,00","0,00"
11061,CURVA 45º CXE 1.1/2,UND,"0,00","19,00","16,00"
11062,CURVA 45º CXE 1.1/4,UND,"0,00","19,00","25,00"
11063,CURVA 45º CXE 1/2,UND,"0,00","19,00","283,00"
11064,CURVA 45º CXE 2,UND,"0,00","19,00","7,00"
11065,CURVA 45º CXE 3/4,UND,"0,00","19,00","67,00"
1110010,TEJA OND P.7 # 10 (0.92M) NT,UND,"0,00","19,00","0,00"
111089,METALTUB N 273.05-9.0 6000 A500C,UND,"0,00","19,00","0,00"
11110520,SERRUCHO DE 20 HERRAGRO,UND,"0,00","19,00","12,00"
11110522,SERRUCHO DE 22 HERRAGRO,UND,"0,00","19,00","14,00"
111111,REINTEGRO EVENTO,UN,"0,00","19,00","0,00"
111704,METALTUB N 114.30 - 6.0 6000 A 500C,UND,"0,00","19,00","2,00"
112146,METALTUB N 100X50-2.0 6000 A500C,UND,"0,00","19,00","0,00"
112164,METALTUB N 60.00-2.5 6000 A500C,UND,"0,00","19,00","0,00"
112258,METALTUB N 114.30  2.5 6MTR,UND,"0,00","19,00","0,00"
112289,METALTUB N 4-2.30 6000 CERRAMIENTO,UND,"0,00","19,00","0,00"
112293,METALTUB N4  3.00 6000 CERRAMIENTO,UND,"0,00","19,00","0,00"
12.01.00002,CAL 10 KG,SACO,"0,00","0,00","0,00"
12.01.00003,PEGO,SACO,"0,00","19,00","0,00"
12.01.00004,FIJAPLUS,SACOS,"0,00","19,00","0,00"
12.01.00005,CAL AMARILLO-OCRE NARE 5 KG.,KILO,"0,00","0,00","0,00"
12.01.00006,CAL VERDE NARE 5 KG,KILO,"0,00","0,00","0,00"
12.01.00007,CAL TERRACOTA NARE 5 KG,KILO,"0,00","0,00","0,00"
12.01.00008,CAL MARRON NARE 5 KG,KILO,"0,00","0,00","0,00"
12.01.00009,CAL ROJA NARE 5 KG,KILO,"0,00","0,00","0,00"
12.01.00010,CAL UVA NARE 5 KG,KILO,"0,00","0,00","0,00"
12.01.00011,CAL GRIS NARE 5 KG,KILO,"0,00","0,00","0,00"
121111.1,FIGURADO GRAFIL 6MM X KG,KG,"0,00","19,00","4.914,00"
121111.2,SERVICIO DE FIGURACION,KL,"0,00","19,00","0,00"
125080,MALLA ESLAB C12  2¨ 1.80X10M,UND,"0,00","19,00","0,00"
12579,TB LISO RIEGO 1/2 RDE 21,UND,"0,00","19,00","0,00"
12844,UNION CONDUIT 1.1/2,UND,"0,00","19,00","46,00"
12845,UNION CONDUIT 1.1/4,UND,"0,00","19,00","50,00"
13.01.0000049,MALLA STD 335 (8.0 MM) ELIMINAR,UND,"0,00","19,00","45,00"
13.01.0000050,MALLA ESTANDAR,KILO,"0,00","19,00","0,00"
13.01.00001,BARRA CORRUGADA 1/2  FIGURADO,UND,"0,00","19,00","0,00"
13.01.00002,BARRA CORRUGADA 3/4 FIGURADO,UND,"0,00","19,00","0,00"
13.01.000029,MALLA PISO 3MM X 50 M2,UND,"0,00","19,00","1,00"
13.01.00003,BARRA CORRUGADA 9.5 FIGURADO,UND,"0,00","19,00","0,00"
13.01.00005,BARRA CORRUGADA 11.00 MM 6 M DIACO,UND,"0,00","19,00","0,00"
13.01.000052,MALLA ESL CAL 10 H2X2,MTS,"0,00","19,00","57,85"
13.01.00008,MALLA CONCREMALLA Q 1 42.3 M 2),UND,"0,00","19,00","6,00"
13.01.00011,MALLA E 047 30 ML 5 MM 15*15,UND,"0,00","19,00","0,00"
13.01.00012,MALLA E 047 30 ML 71 M2,UND,"0,00","19,00","0,00"
13.01.00019,MALLA ESPECIAL KG,KILO,"0,00","19,00","0,00"
130001,MANGUERA GRIFLEZ SANITARIO,UND,"0,00","19,00","0,00"
13102,VALVULA PIE PRE 1.1/4,UND,"0,00","19,00","0,00"
133051,SET FIJA T FORTE CORTO (TOR+PLC) BCOX10,UND,"0,00","19,00","2.773,00"
133478,EX FORTE UPVC BLANCBLANC 11.80X0.94M,UND,"0,00","19,00","22,00"
13377901,CUCH PICAPASTO 3779,UND,"0,00","5,00","24,00"
13390154,CUCHILLA GUAD 35X1 C13_RO,UND,"0,00","5,00","42,00"
134995,TEJA FORTE CUBRIMAS 11.8X1.05  2.5MM BCO,UND,"0,00","19,00","61,00"
14.01.00001,SEGUETA SANDFLEX * 18,UND,"0,00","19,00","9,00"
140001,MANGUERA GRIFLEX LAVAMANOS,UND,"0,00","19,00","0,00"
14140024,RULA DE 24 (CACHA NEGRA),UND,"0,00","5,00","97,00"
14140124,RULA DE 24 CACHA ROJA,UND,"0,00","5,00","79,00"
14160220,MACHETE 20 NIQ TRES CANALES,UND,"0,00","5,00","10,00"
15.01.000005,VIGA IPE 100X55X5.4 LBS/PIEA-36,UND,"0,00","19,00","0,00"
15.01.000006,"W 10""X146X22 LBS/PIE A-572 G-50 X 12MTS",UND,"0,00","19,00","0,00"
15.01.000010,VIGA IPE 140MM X 73 X 6.9MMX6M,UND,"0,00","19,00","0,00"
15.01.00002,VIGA IPN  8  X  6 MTRS,UND,"0,00","19,00","0,00"
15.01.00003,VIGA IPE  10  X 6MTS,UND,"0,00","19,00","0,00"
15.01.00004,VIGA,UND,"0,00","19,00","0,00"
15.01.00005,VIGA IPN 12 X  6 MTRS,UND,"0,00","19,00","0,00"
15.01.00009,VIGA CANAL U - 6 X 6MTRS,UND,"0,00","19,00","0,00"
15597,MALLA GALLINERO 0.90X1 1/4 X 36,ROLLO,"0,00","19,00","0,00"
15598,MALLA GALLINERO 1.20X1 1/4 X 36,ROLLO,"0,00","19,00","0,00"
15600,MALLA GALLINERO 1.80X1 1/4 X 36,ROLLO,"0,00","19,00","0,00"
16.01.01.00007,VALVULA ENTRADA DE ABASTO,UND,"0,00","19,00","18,00"
16.01.01.0001,KIT ACUA TQ-TP-CONEX 500L NEG,UND,"0,00","19,00","11,00"
16.01.01.0002,KIT ACUA TQ-TP-CONEX 500L AZUL,UND,"0,00","19,00","0,00"
16.01.01.0003,KIT ACUA TQ-TP-CONEX 1000L NEG,UND,"0,00","19,00","0,00"
16.01.01.0004,KIT ACUA TQ-TP-CONEX 1000L AZUL,UND,"0,00","19,00","0,00"
16.01.01.0005,KIT ACUA TQ-TP-CONEX 2000L NEG,UND,"0,00","19,00","0,00"
16.01.01.0006,KIT PERD TQ-TP-CONEX 500L AZUL,UND,"0,00","19,00","0,00"
1646,TUBO RED 2 CAL 0.90 X 6MTS,UND,"0,00","19,00","0,00"
17.01.00001,"PERFILES 4"" 1/4",UND,"0,00","19,00","0,00"
17.01.00002,PERFIL TIPO I 250X125 ESP. 6.0MM,UND,"0,00","19,00","0,00"
17.01.00003,PERFIL TIPO I 537X167 ESP. 10MM,UND,"0,00","19,00","0,00"
17.01.00004,PERFIL TIPO I 350X175 ESP. 7MM,UND,"0,00","19,00","0,00"
17.01.00005,PERFIL IPN 80MM X 12MTS,UND,"0,00","19,00","0,00"
17.01.00006,PERFIL X 4.7M,UND,"0,00","19,00","0,00"
17.01.00007,PERFIL X 3.8M,UND,"0,00","19,00","0,00"
17.01.00008,PERFIL X 4.9M,UND,"0,00","19,00","0,00"
17.01.00009,PERFIL X 3.9M,UND,"0,00","19,00","0,00"
17.01.00010,PERFIL 100MM X 5MM X 40MM X 8MM X 6MTS,UND,"0,00","19,00","0,00"
17.01.00011,PERFIL 100 MM X 5MM X 40MM X 8MM X 12MTS,UND,"0,00","19,00","0,00"
17.01.20010211,PERFIL CORPAPLACA NEG.CAL. 16,UND,"0,00","19,00","0,00"
17090000,CARRETA 900 LIGERA,UND,"0,00","19,00","24,00"
17200006,CARRETA 2010 MEGACONSTRU ANTIPI,UND,"0,00","19,00","22,00"
17200104,CHASIS CON CUÑA (PAR),UND,"0,00","19,00","9,00"
1722,TUBO RED NEG 2 X090 X 6MTS,UND,"0,00","19,00","0,00"
17300005,CARRETA 3000 CU-A PLA,UND,"0,00","19,00","18,00"
17300006,CARRETA 3000 ANTIPIN CU-A PLA,UND,"0,00","19,00","23,00"
17300008,CARRETA 3000 3.5 ANTI CU-A PLA,UND,"0,00","19,00","12,00"
17300118,LLANTA ANTIPINCH 4.0X8 B NYLON,UND,"0,00","19,00","0,00"
17500003,CARRETA 5000 CU-A PLA,UND,"0,00","19,00","19,00"
17500006,CARRETA 5000 LLANTA MACIZA C/P,UND,"0,00","19,00","0,00"
17500007,CARRETA 5000 3.5 ANTI CU-A PLA,UND,"0,00","19,00","2,00"
19.01.00001,SET.DESTORNILLADORES ARG.70 PZAS,UND,"0,00","19,00","0,00"
1960086,TUBO ESTRUC. REDONDO 8´X 5MM  X 6M,UND,"0,00","19,00","0,00"
1PY0010001,PLACA YESO 1.22 X 2.44 X 12.7 (1/2),UND,"0,00","19,00","0,00"
1PY0010002,PLACA YESO 1.22 X 2.44 X 3/8,UND,"0,00","19,00","0,00"
20.01.00001,LLAVE COMBINADA 25MM,UND,"0,00","19,00","0,00"
20.01.000010,LLAVE COMBINADA 3/4 ,UND,"0,00","19,00","0,00"
20.01.000011,LLAVE COMBINADA 13/16 ,UND,"0,00","19,00","0,00"
20.01.000012,LLAVE COMBINADA 15/16 ,UND,"0,00","19,00","0,00"
20.01.000013,LLAVE COMBINADA 1 ,UND,"0,00","0,00","0,00"
20.01.000014,LLAVE COMBINADA 7/8 ,UND,"0,00","19,00","0,00"
20.01.000015,LLAVE COMBINADA 6MM,UND,"0,00","19,00","0,00"
20.01.000016,LLAVE COMBINADA 7MM,UND,"0,00","19,00","0,00"
20.01.000017,LLAVE COMBINADA 8MM,UND,"0,00","19,00","0,00"
20.01.000018,LLAVE COMBINADA 9MM,UND,"0,00","19,00","0,00"
20.01.000019,LLAVE COMBINADA 11MM,UND,"0,00","0,00","0,00"
20.01.00002,LLAVE COMBINADA 1/4 ,UND,"0,00","0,00","0,00"
20.01.000020,LLAVE COMBINADA 12MM,UND,"0,00","19,00","0,00"
20.01.000021,LLAVE COMBINADA 13MM,UND,"0,00","19,00","0,00"
20.01.000022,LLAVE COMBINADA 14MM,UND,"0,00","19,00","0,00"
20.01.000023,LLAVE COMBINADA 15MM,UND,"0,00","19,00","0,00"
20.01.000024,LLAVE COMBINADA 16MM,UND,"0,00","19,00","0,00"
20.01.000025,LLAVE COMBINADA 17MM,UND,"0,00","19,00","0,00"
20.01.000026,LLAVE COMBINADA 18MM,UND,"0,00","19,00","0,00"
20.01.000027,LLAVE COMBINADA 19MM,UND,"0,00","19,00","0,00"
20.01.000028,LLAVE COMBINADA 20MM,UND,"0,00","19,00","0,00"
20.01.000029,LLAVE COMBINADA 21MM,UND,"0,00","19,00","0,00"
20.01.00003,LLAVE COMBINADA 5/16 ,UND,"0,00","19,00","0,00"
20.01.000030,LLAVE COMBINADA 22MM,UND,"0,00","19,00","0,00"
20.01.000031,LLAVE COMBINADA 23MM,UND,"0,00","19,00","0,00"
20.01.000032,LLAVE COMBINADA 24MM,UND,"0,00","19,00","0,00"
20.01.000033,LLAVE COMBINADA  10MM,UND,"0,00","0,00","0,00"
20.01.00004,LLAVE COMBINADA 3/8 ,UND,"0,00","19,00","0,00"
20.01.00005,LLAVE COMBINADA 7/16 ,UND,"0,00","19,00","0,00"
20.01.00006,LLAVE COMBINADA 1/2 ,UND,"0,00","0,00","0,00"
20.01.00007,LLAVE COMBIANA 9/16 ,UND,"0,00","0,00","0,00"
20.01.00008,LLAVE COMBINADA 5/8 ,UND,"0,00","19,00","0,00"
20.01.00009,LLAVE COMBINADA 11/16 ,UND,"0,00","0,00","0,00"
200010211,PERFIL PLACAFACIL NEGRO 130X90 ESP 1.50 MM,UND,"0,00","19,00","0,00"
2000225,ABRAZADERA INOX SILLA KIT 160,UND,"0,00","19,00","0,00"
2000226,ABRAZADERA INOX SILLA KIT 200,UND,"0,00","19,00","0,00"
2000227,ABRAZADERA INOX SILLA KIT 250,UND,"0,00","19,00","2,00"
2000228,ABRAZADERA INOX SILLA KIT 315,UND,"0,00","19,00","0,00"
2000245,CAUCHO KIT SILLA TEE 160 X 110,UND,"0,00","19,00","0,00"
2000246,CAUCHO KIT SILLA TEE 200 X 110,UND,"0,00","0,00","0,00"
2000247,CAUCHO KIT SILLA TEE 200 X 160,UND,"0,00","0,00","0,00"
2000248,CAUCHO KIT SILLA TEE 250 X 110,UND,"0,00","0,00","0,00"
2000249,CAUCHO KIT SILLA TEE 250 X 160,UND,"0,00","0,00","0,00"
2000250,CAUCHO KIT SILLA TEE 315 X 110,UND,"0,00","0,00","0,00"
2000251,CAUCHO KIT SILLA TEE 315 X 160,UND,"0,00","19,00","3,00"
2000252,CAUCHO KIT SILLA YEE 160 X 110,UND,"0,00","19,00","0,00"
2000253,CAUCHO KIT SILLA YEE 200 X 110,UND,"0,00","19,00","0,00"
2000254,CAUCHO KIT SILLA YEE 200 X 160,UND,"0,00","19,00","0,00"
2000255,CAUCHO KIT SILLA YEE 250 X 110,UND,"0,00","19,00","0,00"
2000256,CAUCHO KIT SILLA YEE 250 X 160,UND,"0,00","19,00","0,00"
2000257,CAUCHO KIT SILLA YEE 315 X 110,UND,"0,00","19,00","0,00"
2000258,CAUCHO KIT SILLA YEE 315 X 160,UND,"0,00","19,00","0,00"
2000270,HIDROSELLO CANAL AMAZONA,UND,"0,00","19,00","19,00"
2000281,HIDROSELLO NOVAFORT 110MM(4),UND,"0,00","19,00","104,00"
2000282,HIDROSELLO NOVAFORT 160MM(6),UND,"0,00","19,00","0,00"
2000283,HIDROSELLO NOVAFORT 200MM(8),UND,"0,00","19,00","194,00"
2000284,HIDROSELLO NOVAFORT 250MM(10),UN,"0,00","19,00","0,00"
2000285,HIDROSELLO NOVAFORT 315MM(12),UN,"0,00","19,00","6,00"
2000286,HIDROSELLO NOVAFORT 400MM(16),UND,"0,00","19,00","0,00"
2000287,HIDROSELLO NOVAFORT 450MM(18),UND,"0,00","19,00","0,00"
2000288,HIDROSELLO NOVAFORT 500MM(20),UND,"0,00","19,00","0,00"
2000294,HIDROSEL NOVALOC 39,UND,"0,00","19,00","0,00"
2000357,HIDROSELLO NOVAFORT 600MM (24),UND,"0,00","19,00","8,00"
2000359,HIDROSELLO NOVAFORT 800MM (30),UND,"0,00","19,00","0,00"
2000734,HIDROSEL NOVAFORT 1000MM(39),UND,"0,00","19,00","0,00"
20029,T CAB ARTE SUPER P10 (1.05M) NT,UND,"0,00","19,00","0,00"
20030,T CAB ART INFER P10 (1.05) NT,UND,"0,00","19,00","0,00"
21.01.00001,MANTO IPA 2.7 M.M.,ROLLO,"0,00","19,00","0,00"
21.01.00002,MANTO IPA 2.5 M.M.,ROLLO,"0,00","19,00","0,00"
2107,MALLA GALLINERO GANSO 1.60 X 2 1/2¨ X 36,ROLLO,"0,00","19,00","0,00"
210750,CABLE PRET GR 270 ASTM 1270MM,KG,"0,00","19,00","0,00"
210751,"CABLE PRETENS 15,87  MM  5/8",KG,"0,00","19,00","0,00"
210871,M ESLAB C-10.5X60  1.80MX20M,ROLLO,"0,00","19,00","10,00"
210877,M ESLAB C-10.5*60 1.80M*10M,ROLLO,"0,00","19,00","19,00"
210879,MALLA ESLAB C-10.5X60 2.00MX10X,ROLLO,"0,00","19,00","0,00"
22.01.00001,TUBO ALCANTARILLADO 8 ,UND,"0,00","0,00","0,00"
225239,CABLE PRETENS 15.87 MM 5/8,KG,"0,00","19,00","0,00"
226416,CABLE PRETENSADO GR 270 15.24 (1X7),KG,"0,00","19,00","0,00"
23.01.00001,SILLA YEE 250 MM X 110,UND,"0,00","19,00","0,00"
23.01.000011,PEGA MAXI GRIS 25KG,UND,"0,00","19,00","6,00"
23.01.00002,ACONDICIONADOR DE SUPERFICIE,UND,"0,00","19,00","0,00"
23.01.00003,SILLA YEE 200 MM X 110,UND,"0,00","0,00","35,00"
23.01.00004,PEGANTE ADHESIVO ALCANTARILLADO CORRUGAD,UND,"0,00","19,00","0,00"
23.01.00005,LUBRICANTE RUGSIGKAIND X 500 GRS,UND,"0,00","19,00","0,00"
23.01.00006,TUBERIA DURAFORT 12 ,UND,"0,00","0,00","0,00"
23.01.00009,SILLA YEE 12 X 4  DURAFORT,UND,"0,00","19,00","0,00"
23.01.00010,SELLO 110 MM PARA TUBO ALCANTARILLADO,UND,"0,00","19,00","800,00"
23.01.60301,TEE 6 X 3 PVC,UND,"0,00","19,00","0,00"
2481652,CEMENTO BLANCO  40 KG,SACO,"0,00","19,00","146,00"
25.01.18.1000EN,TANQUE EXTRALIDER 1000 LTS NEGRO,UND,"0,00","19,00","0,00"
25.01.18.1100N,TANQUE LIDER 1100 LTS NEGRO,UND,"0,00","19,00","0,00"
25.01.18.11096,ENTRADA TANQUE 1/2 PVC,UND,"0,00","19,00","22,00"
25.01.18.11589,SALIDA TANQUE,UND,"0,00","19,00","0,00"
25.01.18.1705A,TANQUE EUROPLAS 1000 LTS,UND,"0,00","19,00","0,00"
25.01.18.2000N,TANQUE LIDER 2000 LTS NEGRO,UND,"0,00","19,00","0,00"
25.01.18.3000N,TANQUE LIDER 3000 LTS NEGRO,UND,"0,00","19,00","0,00"
25.01.18.4605A,TANQUE ROTOPLAST 10000 LTS NEGRO,UND,"0,00","19,00","0,00"
25.01.18.N01805,TANQUE EUROPLAST 2000 LTS 4MM C.T.,UND,"0,00","19,00","0,00"
25.01.18.N02505,TANQUE ACUAPLAST 500 LTS NEGRO C.T,UND,"0,00","19,00","0,00"
25.01.18.N02805,TANQUE ACUAPLAST 2000 LTS NEGRO C.T,UND,"0,00","19,00","0,00"
25.01.18.N02806,TANQUE ACUAVIVA 2000 LT ,UND,"0,00","19,00","0,00"
25.01.18.N03705,TANQUE ROTOPLAST 5000 LTS NEGRO,UND,"0,00","19,00","0,00"
25.01.18.RP1,RACOR 1,UND,"0,00","19,00","428,00"
25.01.18.RP1/2,RACOR 1/2,UND,"0,00","19,00","214,00"
25.01.18.TF500N,TANQUE FAFA 500 LTS NEGRO,UND,"0,00","19,00","0,00"
25.01.18.TS500N,TANQUE SEPTICO 500 LTS NEGRO,UND,"0,00","19,00","0,00"
25.03.01.12472,CODO MODIFICADO TB PLACA CONDUIT LISO 1/2  3 M,UND,"0,00","19,00","41,00"
25.03.04.12850,UNION CONDUIT 2,UND,"0,00","19,00","0,00"
25.03.04.12852,UNION CONDUIT 3,UND,"0,00","19,00","0,00"
25.05.04.000271,HIDROSELLO CANAL RAINGO,IND,"0,00","19,00","0,00"
25.06.01.13663,CANALETAS CANAFLEX 40 X 25 (30UND),EMP,"0,00","19,00","0,00"
25.06.01.14039,CANALETAS SIN ADHESIVO (50UND),EMP,"0,00","19,00","0,00"
25.08.02.000308,"SELLO ELASTOMERICO 10""",UN D,"0,00","19,00","0,00"
25.08.02.000309,"SELLO ELASTOMERICO 12""",UND,"0,00","19,00","0,00"
